Global seed set to 42
Loading dataset from data_1...
Found 10 classes: ['0', '1', '2', '3', '4'] ...
Global seed set to 42
Loading dataset from data_2...
Found 100 classes: ['apple', 'aquarium_fish', 'baby', 'bear', 'beaver'] ...
Dataset loaded: 50000 images in 64.94 seconds.
Dataset loaded: 60000 images in 87.46 seconds.
Training on 48000, Validating on 12000
Training on 40000, Validating on 10000

Epoch 1/100 | Time: 169.8s | Loss: 4.5697 | Train Acc: 1.72%
--- Evaluating on Epoch 1 Val ---

Epoch 1/100 | Time: 223.6s | Loss: 0.8032 | Train Acc: 73.70%
--- Evaluating on Epoch 1 Val ---

Overall Accuracy: 3.55% (355/10000)
Class      Precision  Recall     F1-Score  
20         0.4848     0.3107     0.3787
21         0.1532     0.1959     0.1719
22         0.1000     0.0947     0.0973
23         0.1958     0.2718     0.2276
24         0.2241     0.5843     0.3240
25         0.0000     0.0000     0.0000
26         0.0000     0.0000     0.0000
27         0.0794     0.0562     0.0658
28         0.1404     0.0833     0.1046
29         0.1034     0.0667     0.0811
30         0.1064     0.1980     0.1384
31         0.0891     0.1875     0.1208
32         0.2069     0.0606     0.0937
33         0.1053     0.0759     0.0882
34         0.1311     0.1524     0.1410
35         0.0742     0.2079     0.1094
36         0.2576     0.1667     0.2024
37         0.1818     0.0180     0.0328
38         0.0875     0.0737     0.0800
39         0.1667     0.0161     0.0294
40         0.0838     0.1628     0.1107
41         0.2049     0.4808     0.2874
42         0.1111     0.0377     0.0563
43         0.1379     0.1702     0.1524
44         0.1111     0.0202     0.0342
45         0.0526     0.0116     0.0190
46         0.0744     0.1011     0.0857
47         0.3778     0.3119     0.3417
48         0.2051     0.1600     0.1798
49         0.1975     0.4660     0.2775
50         0.0250     0.0098     0.0141
51         0.0931     0.2000     0.1271
52         0.3598     0.7083     0.4772
53         0.2818     0.6458     0.3924
54         0.4516     0.2456     0.3182
55         0.0000     0.0000     0.0000
56         0.1190     0.3333     0.1754
57         0.2083     0.0490     0.0794
58         0.1456     0.2804     0.1917
59         0.2083     0.1327     0.1622
60         0.6588     0.5138     0.5773
61         0.1975     0.1798     0.1882
62         0.2920     0.3883     0.3333
63         0.5714     0.0769     0.1356
64         0.1750     0.0648     0.0946
65         0.1333     0.0202     0.0351
66         0.1026     0.0440     0.0615
67         0.0575     0.0562     0.0568
68         0.2500     0.4907     0.3313
69         0.1503     0.5269     0.2339
70         0.2273     0.2252     0.2262
71         0.3059     0.2826     0.2938
72         0.0435     0.0185     0.0260
73         0.3139     0.3707     0.3399
74         0.1094     0.0654     0.0819
75         0.1283     0.3964     0.1938
76         0.1211     0.3298     0.1771
77         0.0854     0.0700     0.0769
78         0.0000     0.0000     0.0000
79         0.0513     0.0204     0.0292
80         0.2143     0.0268     0.0476
81         0.1165     0.1224     0.1194
82         0.2865     0.5699     0.3813
83         0.2340     0.1019     0.1419
84         0.0469     0.0278     0.0349
85         0.2626     0.2453     0.2537
86         0.2885     0.1351     0.1840
87         0.1224     0.1395     0.1304
88         0.0732     0.0286     0.0411
89         0.1399     0.1887     0.1606
90         0.1280     0.1429     0.1350
91         0.3077     0.0870     0.1356
92         0.0899     0.1619     0.1156
93         0.0719     0.0990     0.0833
94         0.4167     0.2632     0.3226
95         0.1914     0.5052     0.2776
96         0.1562     0.1875     0.1705
97         0.1118     0.1682     0.1343
98         0.0984     0.1379     0.1148
99         0.3333     0.0095     0.0185
----------------------------------------
Macro Avg  0.1707     0.1716     0.1486

   [!] Model checkpoint saved to ./checkpoints\best_model_data_2.pkl

Epoch 6/100 | Time: 325.5s | Loss: 0.1390 | Train Acc: 95.60%
--- Evaluating on Epoch 6 Val ---

Overall Accuracy: 94.75% (11370/12000)
Class      Precision  Recall     F1-Score  
----------------------------------------
0          0.9568     0.9685     0.9626
1          0.9695     0.9795     0.9745
2          0.9226     0.9584     0.9402
3          0.9523     0.9328     0.9424
4          0.9725     0.9281     0.9498
5          0.9284     0.9606     0.9442
6          0.9653     0.9771     0.9711
7          0.9261     0.9591     0.9423
8          0.9435     0.9120     0.9275
9          0.9362     0.8942     0.9148
----------------------------------------
Macro Avg  0.9473     0.9470     0.9469

   [!] Model checkpoint saved to ./checkpoints\best_model_data_1.pkl

Epoch 8/100 | Time: 202.3s | Loss: 3.4631 | Train Acc: 18.01%
--- Evaluating on Epoch 8 Val ---

Overall Accuracy: 18.09% (1809/10000)
Class      Precision  Recall     F1-Score  
----------------------------------------
0          0.2979     0.1573     0.2059
1          0.1544     0.2258     0.1834
2          0.1092     0.1398     0.1226
3          0.1111     0.0112     0.0204
4          0.0357     0.0303     0.0328
5          0.1600     0.0755     0.1026
6          0.0991     0.2079     0.1342
7          0.0986     0.2188     0.1359
8          0.1961     0.1075     0.1389
9          0.3333     0.3333     0.3333
10         0.0000     0.0000     0.0000
11         0.1667     0.0250     0.0435
12         0.1771     0.1650     0.1709
13         0.1744     0.1471     0.1596
14         0.1057     0.1275     0.1156
15         0.1250     0.0796     0.0973
16         0.2000     0.0690     0.1026
17         0.3415     0.3717     0.3559
18         0.1733     0.1238     0.1444
19         0.1591     0.0693     0.0966
20         0.2824     0.3592     0.3162
21         0.1318     0.4227     0.2010
22         0.1389     0.1053     0.1198
23         0.2949     0.2233     0.2541
24         0.1933     0.5169     0.2813
25         0.0952     0.0247     0.0392
26         0.0625     0.0095     0.0165
27         0.0875     0.0787     0.0828
28         0.2381     0.0521     0.0855
29         0.1852     0.0556     0.0855
30         0.1826     0.2079     0.1944
31         0.1333     0.0417     0.0635
32         0.5000     0.0101     0.0198
33         0.0897     0.1772     0.1191
34         0.0829     0.1619     0.1097
35         0.0926     0.1980     0.1262
36         0.2321     0.2549     0.2430
37         0.1481     0.0360     0.0580
38         0.1224     0.0632     0.0833
39         0.0889     0.0968     0.0927
40         0.1356     0.0930     0.1103
41         0.4057     0.4135     0.4095
42         0.0728     0.1038     0.0856
43         0.0819     0.2447     0.1227
44         0.1048     0.1313     0.1166
45         0.0000     0.0000     0.0000
46         0.1444     0.1461     0.1453
47         0.4302     0.3394     0.3795
48         0.1511     0.2100     0.1757
49         0.4444     0.1165     0.1846
50         0.0000     0.0000     0.0000
51         0.1321     0.1474     0.1393
52         0.4567     0.6042     0.5202
53         0.2289     0.6771     0.3421
54         0.3023     0.2281     0.2600
55         0.0000     0.0000     0.0000
56         0.1921     0.3222     0.2407
57         0.1190     0.0490     0.0694
58         0.4643     0.1215     0.1926
59         0.2500     0.1239     0.1657
60         0.4813     0.7064     0.5725
61         0.1954     0.1910     0.1932
62         0.1980     0.3883     0.2623
63         0.2632     0.1442     0.1863
64         0.0597     0.0370     0.0457
65         0.0377     0.0202     0.0263
66         0.0455     0.0110     0.0177
67         0.1875     0.1348     0.1569
68         0.2931     0.4722     0.3617
69         0.3229     0.3333     0.3280
70         0.2409     0.2973     0.2661
71         0.2340     0.5978     0.3364
72         0.0000     0.0000     0.0000
73         0.3846     0.3448     0.3636
74         0.0813     0.1215     0.0974
75         0.1404     0.5856     0.2265
76         0.3182     0.0745     0.1207
77         0.0769     0.0700     0.0733
78         0.0000     0.0000     0.0000
79         0.0678     0.0408     0.0510
80         0.1538     0.0179     0.0320
81         0.4000     0.0204     0.0388
82         0.3648     0.6237     0.4603
83         0.1204     0.3333     0.1769
84         0.0778     0.0648     0.0707
85         0.2388     0.3019     0.2667
86         0.1978     0.3243     0.2457
87         0.1190     0.0581     0.0781
88         0.0746     0.0476     0.0581
89         0.2553     0.1132     0.1569
90         0.1186     0.0625     0.0819
91         0.1456     0.2500     0.1840
92         0.0882     0.0571     0.0694
93         0.2105     0.0396     0.0667
94         0.5192     0.2368     0.3253
95         0.2624     0.3814     0.3109
96         0.2784     0.3375     0.3051
97         0.1069     0.1308     0.1176
98         0.1354     0.1494     0.1421
99         0.0769     0.0762     0.0766
----------------------------------------
Macro Avg  0.1829     0.1805     0.1590

   [!] Model checkpoint saved to ./checkpoints\best_model_data_2.pkl

Epoch 7/100 | Time: 265.4s | Loss: 0.1261 | Train Acc: 96.05%
--- Evaluating on Epoch 7 Val ---

Overall Accuracy: 95.10% (11412/12000)
Class      Precision  Recall     F1-Score  
----------------------------------------
0          0.9683     0.9633     0.9658
1          0.9780     0.9773     0.9776
2          0.9369     0.9584     0.9476
3          0.9422     0.9492     0.9457
4          0.9766     0.9171     0.9459
5          0.9626     0.9418     0.9521
6          0.9653     0.9771     0.9711
7          0.9665     0.9401     0.9531
8          0.8958     0.9547     0.9243
9          0.9187     0.9272     0.9229
----------------------------------------
Macro Avg  0.9511     0.9506     0.9506

   [!] Model checkpoint saved to ./checkpoints\best_model_data_1.pkl

Epoch 9/100 | Time: 227.0s | Loss: 3.3921 | Train Acc: 18.94%
--- Evaluating on Epoch 9 Val ---

Overall Accuracy: 18.54% (1854/10000)
Class      Precision  Recall     F1-Score  
----------------------------------------
0          0.3750     0.2360     0.2897
1          0.1959     0.2043     0.2000
2          0.0753     0.0753     0.0753
3          0.0741     0.0674     0.0706
4          0.0753     0.0707     0.0729
5          0.0903     0.3585     0.1442
6          0.1848     0.1683     0.1762
7          0.1974     0.1562     0.1744
8          0.1527     0.2151     0.1786
9          0.3976     0.3667     0.3815
10         0.0000     0.0000     0.0000
11         0.2273     0.0417     0.0704
12         0.1308     0.1650     0.1459
13         0.1667     0.1275     0.1444
14         0.2273     0.0490     0.0806
15         0.1172     0.1327     0.1245
16         0.0741     0.0460     0.0567
17         0.3133     0.4159     0.3574
18         0.1667     0.0667     0.0952
19         0.1667     0.0495     0.0763
20         0.2990     0.2816     0.2900
21         0.2292     0.2268     0.2280
22         0.1538     0.0632     0.0896
23         0.2435     0.2718     0.2569
24         0.2576     0.5730     0.3554
25         0.0952     0.0247     0.0392
26         0.0667     0.0190     0.0296
27         0.1134     0.1236     0.1183
28         0.2727     0.1562     0.1987
29         0.0980     0.1667     0.1235
30         0.2014     0.2871     0.2367
31         0.1507     0.1146     0.1302
32         0.1493     0.1010     0.1205
33         0.0749     0.1772     0.1053
34         0.1343     0.0857     0.1047
35         0.1316     0.0990     0.1130
36         0.1544     0.4314     0.2274
37         0.0870     0.0360     0.0510
38         0.0900     0.0947     0.0923
39         0.1389     0.0403     0.0625
40         0.1308     0.1628     0.1451
41         0.4362     0.3942     0.4141
42         0.0857     0.0283     0.0426
43         0.0718     0.1489     0.0969
44         0.1429     0.0202     0.0354
45         0.0000     0.0000     0.0000
46         0.2143     0.0337     0.0583
47         0.4444     0.2569     0.3256
48         0.1500     0.2700     0.1929
49         0.3818     0.2039     0.2658
50         0.0000     0.0000     0.0000
51         0.1176     0.2737     0.1646
52         0.4082     0.6250     0.4938
53         0.2560     0.6667     0.3699
54         0.2690     0.4035     0.3228
55         0.0000     0.0000     0.0000
56         0.2353     0.2222     0.2286
57         0.1094     0.2059     0.1429
58         0.3175     0.1869     0.2353
59         0.2444     0.0973     0.1392
60         0.4103     0.7339     0.5263
61         0.0978     0.3034     0.1479
62         0.3273     0.3495     0.3380
63         0.2097     0.1250     0.1566
64         0.1190     0.0463     0.0667
65         0.0331     0.0404     0.0364
66         0.0962     0.0549     0.0699
67         0.1600     0.0449     0.0702
68         0.3053     0.5370     0.3893
69         0.2836     0.4086     0.3348
70         0.2623     0.2883     0.2747
71         0.2070     0.5109     0.2947
72         0.0667     0.0185     0.0290
73         0.2250     0.0776     0.1154
74         0.1081     0.1121     0.1101
75         0.2837     0.3604     0.3175
76         0.2137     0.2660     0.2370
77         0.1875     0.0300     0.0517
78         0.0500     0.0312     0.0385
79         0.0769     0.0102     0.0180
80         0.0667     0.0089     0.0157
81         0.1429     0.0816     0.1039
82         0.4783     0.3548     0.4074
83         0.1895     0.1667     0.1773
84         0.1176     0.0185     0.0320
85         0.3118     0.2736     0.2915
86         0.2857     0.2162     0.2462
87         0.0957     0.1047     0.1000
88         0.0690     0.2762     0.1105
89         0.1694     0.1981     0.1826
90         0.1264     0.0982     0.1106
91         0.2381     0.2717     0.2538
92         0.0377     0.0190     0.0253
93         0.1765     0.0297     0.0508
94         0.2273     0.4825     0.3090
95         0.3429     0.2474     0.2874
96         0.2800     0.2625     0.2710
97         0.1387     0.2243     0.1714
98         0.1084     0.2529     0.1517
99         0.0417     0.0095     0.0155
----------------------------------------
Macro Avg  0.1793     0.1853     0.1650

   [!] Model checkpoint saved to ./checkpoints\best_model_data_2.pkl

Epoch 8/100 | Time: 248.3s | Loss: 0.1155 | Train Acc: 96.38%
--- Evaluating on Epoch 8 Val ---

Overall Accuracy: 95.13% (11416/12000)
Class      Precision  Recall     F1-Score  
----------------------------------------
0          0.9524     0.9799     0.9659
1          0.9745     0.9817     0.9781
2          0.9176     0.9655     0.9410
3          0.9470     0.9516     0.9493
4          0.9607     0.9509     0.9558
5          0.9410     0.9568     0.9488
6          0.9722     0.9738     0.9730
